Bioregion,Species,affinity,fidelity,indval
1,Ophrys fusca,0.069286453,1,0.069286453
1,Goodyera tesselata,0.068252327,1,0.068252327
1,Epipactis gigantea,0.079627715,0.846153846,0.067377297
1,Platanthera hookeri,0.064115822,1,0.064115822
1,Ophrys holosericea,0.063081696,1,0.063081696
1,Ophrys lutea,0.06204757,1,0.06204757
1,Platanthera fuscescens,0.06204757,1,0.06204757
1,Epipactis microphylla,0.061013444,1,0.061013444
1,Galearis spectabilis,0.061013444,1,0.061013444
1,Spiranthes tuberosa,0.061013444,1,0.061013444
1,Spiranthes vernalis,0.068252327,0.88,0.060062048
1,Gymnadenia densiflora,0.059979317,1,0.059979317
1,Anacamptis papilionacea,0.056876939,1,0.056876939
1,Neotinea tridentata,0.056876939,1,0.056876939
1,Serapias lingua,0.056876939,1,0.056876939
1,Corallorhiza odontorhiza,0.072388831,0.777777778,0.056302424
1,Platanthera ciliaris,0.056876939,0.982142857,0.055861279
1,Corallorhiza mertensiana,0.055842813,1,0.055842813
1,Orchis simia,0.054808687,1,0.054808687
1,Aplectrum hyemale,0.05377456,1,0.05377456
1,Himantoglossum hircinum,0.05377456,1,0.05377456
1,Neotinea maculata,0.052740434,1,0.052740434
1,Hemipilia chusua,0.054808687,0.946428571,0.051872507
1,Ophrys tenthredinifera,0.051706308,1,0.051706308
1,Oreorchis patens,0.056876939,0.901639344,0.051282486
1,Neottia banksiana,0.050672182,1,0.050672182
1,Liparis liliifolia,0.049638056,1,0.049638056
1,Spiranthes aestivalis,0.049638056,1,0.049638056
1,Spiranthes magnicamporum,0.049638056,1,0.049638056
1,Tipularia discolor,0.049638056,1,0.049638056
1,Cypripedium montanum,0.04860393,1,0.04860393
1,Orchis italica,0.04860393,1,0.04860393
1,Gastrodia elata,0.052740434,0.910714286,0.048031467
1,Himantoglossum robertianum,0.047569804,1,0.047569804
1,Ophrys speculum,0.047569804,1,0.047569804
1,Serapias vomeracea,0.047569804,1,0.047569804
1,Spiranthes lucida,0.047569804,1,0.047569804
1,Isotria verticillata,0.046535677,1,0.046535677
1,Orchis provincialis,0.046535677,1,0.046535677
1,Platanthera hologlottis,0.051706308,0.892857143,0.046166347
1,Epipactis purpurata,0.045501551,1,0.045501551
1,Spiranthes ovalis,0.044467425,0.977272727,0.043456802
1,Platanthera grandiflora,0.043433299,1,0.043433299
1,Dactylorhiza romana,0.045501551,0.936170213,0.042597197
1,Serapias parviflora,0.042399173,1,0.042399173
1,Spiranthes australis,0.070320579,0.576271186,0.040523724
1,Dactylorhiza elata,0.04033092,1,0.04033092
1,Neottia auriculata,0.04033092,1,0.04033092
1,Ophrys bombyliflora,0.04033092,1,0.04033092
1,Serapias cordigera,0.04033092,1,0.04033092
1,Platanthera sparsiflora,0.047569804,0.836363636,0.039785654
1,Gymnadenia odoratissima,0.039296794,1,0.039296794
1,Liparis kumokiri,0.039296794,1,0.039296794
1,Neottia acuminata,0.039296794,1,0.039296794
1,Platanthera chorisiana,0.039296794,1,0.039296794
1,Spiranthes incurva,0.039296794,1,0.039296794
1,Cephalanthera erecta,0.045501551,0.846153846,0.038501313
1,Gymnadenia nigra,0.038262668,1,0.038262668
1,Spiranthes praecox,0.041365047,0.909090909,0.037604588
1,Cremastra appendiculata,0.04860393,0.770491803,0.037448929
1,Platanthera cristata,0.038262668,0.973684211,0.037255756
1,Cephalanthera longibracteata,0.037228542,1,0.037228542
1,Neottia bifolia,0.037228542,1,0.037228542
1,Orchis pallens,0.037228542,1,0.037228542
1,Platanthera elegans,0.037228542,1,0.037228542
1,Spiranthes ochroleuca,0.037228542,1,0.037228542
1,Herminium lanceum,0.065149948,0.567567568,0.036976998
1,Epipactis mairei,0.04033092,0.906976744,0.036579207
1,Calanthe tricarinata,0.043433299,0.84,0.036483971
1,Pogonia japonica,0.046535677,0.775862069,0.036105267
1,Spiranthes odorata,0.037228542,0.947368421,0.035269145
1,Epipactis royleana,0.036194416,0.972222222,0.035189015
1,Cypripedium arietinum,0.03516029,1,0.03516029
1,Herminium alaschanicum,0.034126163,1,0.034126163
1,Cypripedium candidum,0.033092037,1,0.033092037
1,Platanthera japonica,0.041365047,0.784313725,0.032443174
1,Gymnadenia orchidis,0.032057911,1,0.032057911
1,Triphora trianthophoros,0.045501551,0.6875,0.031282316
1,Dactylorhiza aristata,0.031023785,1,0.031023785
1,Liparis makinoana,0.031023785,1,0.031023785
1,Neottia puberula,0.033092037,0.914285714,0.030255577
1,Galearis spathulata,0.031023785,0.967741935,0.030023018
1,Chamorchis alpina,0.029989659,1,0.029989659
1,Epipactis papillosa,0.029989659,1,0.029989659
1,Cephalanthera falcata,0.04033092,0.735849057,0.02967747
1,Dactylorhiza salina,0.028955533,1,0.028955533
1,Goodyera schlechtendaliana,0.052740434,0.542553191,0.028614491
1,Neotinea lactea,0.027921406,1,0.027921406
1,Calanthe alpina,0.033092037,0.842105263,0.027866979
1,Platanthera ussuriensis,0.038262668,0.725490196,0.027759191
1,Ophrys bertolonii,0.02688728,1,0.02688728
1,Bletilla striata,0.04033092,0.661016949,0.026659422
1,Cymbidium goeringii,0.03516029,0.739130435,0.02598804
1,Epipactis phyllanthes,0.025853154,1,0.025853154
1,Ophrys omegaifera,0.025853154,1,0.025853154
1,Platanthera leucophaea,0.025853154,1,0.025853154
1,Traunsteinera globosa,0.025853154,1,0.025853154
1,Hemipilia gracilis,0.03516029,0.708333333,0.024905205
1,Cephalanthera austiniae,0.024819028,1,0.024819028
1,Epipactis leptochila,0.024819028,1,0.024819028
1,Platanthera elongata,0.024819028,1,0.024819028
1,Cypripedium japonicum,0.028955533,0.848484848,0.024568331
1,Epipactis thunbergii,0.02688728,0.896551724,0.024105837
1,Epipactis muelleri,0.023784902,1,0.023784902
1,Neottia listeroides,0.023784902,1,0.023784902
1,Orchis olbiensis,0.023784902,1,0.023784902
1,Bletia spicata,0.025853154,0.892857143,0.023083173
1,Galearis cyclochila,0.022750776,1,0.022750776
1,Platanthera peramoena,0.022750776,1,0.022750776
1,Platanthera transversa,0.022750776,1,0.022750776
1,Satyrium nepalense,0.029989659,0.743589744,0.022300003
1,Habenaria aitchisonii,0.024819028,0.888888889,0.022061358
1,Platanthera tipuloides,0.02688728,0.8125,0.021845915
1,Orchis spitzelii,0.021716649,1,0.021716649
1,Spiranthes porrifolia,0.021716649,1,0.021716649
1,Platanthera nivea,0.023784902,0.884615385,0.02104049
1,Platanthera minor,0.038262668,0.544117647,0.020819393
1,Galearis camtschatica,0.020682523,1,0.020682523
1,Liparis krameri,0.020682523,0.952380952,0.019697641
1,Anacamptis collina,0.019648397,1,0.019648397
1,Calopogon oklahomensis,0.019648397,1,0.019648397
1,Cypripedium franchetii,0.019648397,1,0.019648397
1,Dactylorhiza russowii,0.019648397,1,0.019648397
1,Hemipilia calcicola,0.019648397,1,0.019648397
1,Orchis pauciflora,0.019648397,1,0.019648397
1,Platanthera metabifolia,0.019648397,1,0.019648397
1,Platanthera purpurascens,0.019648397,1,0.019648397
1,Spiranthes casei,0.019648397,1,0.019648397
1,Calanthe puberula,0.032057911,0.596153846,0.019111447
1,Cleistesiopsis divaricata,0.018614271,1,0.018614271
1,Cypripedium micranthum,0.018614271,1,0.018614271
1,Cypripedium tibeticum,0.018614271,1,0.018614271
1,Limodorum trabutianum,0.018614271,1,0.018614271
1,Platanthera ophrydioides,0.018614271,1,0.018614271
1,Habenaria linearifolia,0.025853154,0.694444444,0.017953579
1,Platanthera mandarinorum,0.029989659,0.591836735,0.017748982
1,Platanthera sachalinensis,0.018614271,0.947368421,0.017634572
1,Cypripedium fasciculatum,0.017580145,1,0.017580145
1,Cypripedium flavum,0.017580145,1,0.017580145
1,Dactylorhiza insularis,0.017580145,1,0.017580145
1,Platanthera convallariifolia,0.017580145,1,0.017580145
1,Habenaria sagittifera,0.024819028,0.705882353,0.017519314
1,Cypripedium yatabeanum,0.016546019,1,0.016546019
1,Goodyera fusca,0.016546019,1,0.016546019
1,Goodyera henryi,0.024819028,0.666666667,0.016546019
1,Herminium josephi,0.016546019,1,0.016546019
1,Malaxis muscifera,0.016546019,1,0.016546019
1,Platanthera integra,0.016546019,1,0.016546019
1,Spiranthes laciniata,0.018614271,0.857142857,0.015955089
1,Habenaria glaucifolia,0.017580145,0.894736842,0.015729603
1,Bletilla formosana,0.024819028,0.631578947,0.015675176
1,Spiranthes longilabris,0.016546019,0.941176471,0.015572723
1,Dactylorhiza hatagirea,0.015511892,1,0.015511892
1,Epipactis kleinii,0.015511892,1,0.015511892
1,Epipactis persica,0.015511892,1,0.015511892
1,Galearis tschiliensis,0.015511892,1,0.015511892
1,Herminium coeloceras,0.015511892,1,0.015511892
1,Orchis quadripunctata,0.015511892,1,0.015511892
1,Serapias strictiflora,0.015511892,1,0.015511892
1,Goodyera biflora,0.021716649,0.677419355,0.014711279
1,Hemipilia flabellata,0.016546019,0.888888889,0.014707572
1,Platanthera nipponica,0.015511892,0.9375,0.014542399
1,Spiranthes brevilabris,0.015511892,0.9375,0.014542399
1,Calanthe nipponica,0.014477766,1,0.014477766
1,Cypripedium henryi,0.014477766,1,0.014477766
1,Neotinea conica,0.014477766,1,0.014477766
1,Pecteilis radiata,0.014477766,1,0.014477766
1,Bletilla ochracea,0.022750776,0.628571429,0.014300488
1,Calanthe arcuata,0.017580145,0.80952381,0.014231546
1,Herminium latilabre,0.017580145,0.80952381,0.014231546
1,Calopogon barbatus,0.015511892,0.882352941,0.013686964
1,Cyrtosia septentrionalis,0.015511892,0.882352941,0.013686964
1,Herminium souliei,0.015511892,0.882352941,0.013686964
1,Liparis campylostalix,0.015511892,0.882352941,0.013686964
1,Himantoglossum caprinum,0.01344364,1,0.01344364
1,Oreorchis foliosa,0.01344364,1,0.01344364
1,Platanthera minutiflora,0.01344364,1,0.01344364
1,Platanthera praeclara,0.01344364,1,0.01344364
1,Spiranthes arcisepala,0.01344364,1,0.01344364
1,Habenaria davidii,0.016546019,0.8,0.013236815
1,Hemipilia cordifolia,0.015511892,0.833333333,0.012926577
1,Calopogon pallidus,0.014477766,0.875,0.012668046
1,Calanthe davidii,0.020682523,0.606060606,0.012534863
1,Pleione bulbocodioides,0.023784902,0.522727273,0.012433017
1,Hemipilia graminifolia,0.012409514,1,0.012409514
1,Neottia camtschatea,0.012409514,1,0.012409514
1,Neottia papilligera,0.012409514,1,0.012409514
1,Orchis anatolica,0.012409514,1,0.012409514
1,Platanthera finetiana,0.012409514,1,0.012409514
1,Platanthera florentii,0.012409514,1,0.012409514
1,Platanthera maximowicziana,0.012409514,1,0.012409514
1,Platanthera tescamnis,0.012409514,1,0.012409514
1,Epipactis veratrifolia,0.014477766,0.823529412,0.011922866
1,Calanthe discolor,0.023784902,0.489361702,0.01163942
1,Cleistesiopsis bifaria,0.011375388,1,0.011375388
1,Dactylorhiza urvilleana,0.011375388,1,0.011375388
1,Gymnadenia borealis,0.011375388,1,0.011375388
1,Gymnadenia rhellicani,0.011375388,1,0.011375388
1,Ophrys arachnites,0.011375388,1,0.011375388
1,Platanthera bakeriana,0.011375388,1,0.011375388
1,Platanthera ephemerantha,0.011375388,1,0.011375388
1,Platanthera takedae,0.011375388,1,0.011375388
1,Thrixspermum japonicum,0.014477766,0.777777778,0.011260485
1,Herminium forceps,0.01344364,0.8125,0.010922958
1,Dendrobium moniliforme,0.022750776,0.47826087,0.010880806
1,Cyrtosia lindleyana,0.020682523,0.512820513,0.010606422
1,Calanthe delavayi,0.010341262,1,0.010341262
1,Epipactis bugacensis,0.010341262,1,0.010341262
1,Gennaria diphylla,0.010341262,1,0.010341262
1,Hemipilia crassicalcarata,0.010341262,1,0.010341262
1,Herminium pugioniforme,0.010341262,1,0.010341262
1,Himantoglossum adriaticum,0.010341262,1,0.010341262
1,Neottia nipponica,0.010341262,1,0.010341262
1,Odontochilus nakaianus,0.010341262,1,0.010341262
1,Platanthera michaelii,0.010341262,1,0.010341262
1,Platanthera oreades,0.010341262,1,0.010341262
1,Serapias bergonii,0.010341262,1,0.010341262
1,Tipularia japonica,0.010341262,1,0.010341262
1,Habenaria delavayi,0.01344364,0.764705882,0.010280431
1,Goodyera similis,0.017580145,0.566666667,0.009962082
1,Habenaria pectinata,0.012409514,0.8,0.009927611
1,Pogonia minor,0.012409514,0.8,0.009927611
1,Cymbidium faberi,0.017580145,0.548387097,0.009640725
1,Oreorchis erythrochrysea,0.011375388,0.846153846,0.009625328
1,Coelogyne mandarinorum,0.010341262,0.909090909,0.009401147
1,Cypripedium debile,0.010341262,0.909090909,0.009401147
1,Cypripedium plectrochilum,0.010341262,0.909090909,0.009401147
1,Hemipilia secundiflora,0.010341262,0.909090909,0.009401147
1,Bulbophyllum inconspicuum,0.012409514,0.75,0.009307135
1,Calanthe brevicornu,0.015511892,0.6,0.009307135
1,Cypripedium himalaicum,0.009307135,1,0.009307135
1,Dactylorhiza euxina,0.009307135,1,0.009307135
1,Dactylorhiza sibirica,0.009307135,1,0.009307135
1,Gymnadenia miniata,0.009307135,1,0.009307135
1,Habenaria tibetica,0.009307135,1,0.009307135
1,Hemipilia monantha,0.009307135,1,0.009307135
1,Herminium elisabethae,0.009307135,1,0.009307135
1,Herminium fallax,0.009307135,1,0.009307135
1,Herminium macrophyllum,0.009307135,1,0.009307135
1,Herminium ophioglossoides,0.009307135,1,0.009307135
1,Neottia makinoana,0.009307135,1,0.009307135
1,Neottia pinetorum,0.009307135,1,0.009307135
1,Platanthera chapmanii,0.009307135,1,0.009307135
1,Platanthera densa,0.009307135,1,0.009307135
1,Platanthera pachycaulon,0.009307135,1,0.009307135
1,Serapias orientalis,0.009307135,1,0.009307135
1,Lecanorchis japonica,0.01344364,0.684210526,0.00919828
1,Oreorchis fargesii,0.012409514,0.705882353,0.008759657
1,Habenaria dentata,0.024819028,0.342857143,0.008509381
1,Platanthera urceolata,0.009307135,0.9,0.008376422
1,Satyrium yunnanense,0.009307135,0.9,0.008376422
1,Calanthe mannii,0.011375388,0.733333333,0.008341951
1,Cephalanthera subaphylla,0.008273009,1,0.008273009
1,Cremastra unguiculata,0.008273009,1,0.008273009
1,Cypripedium californicum,0.008273009,1,0.008273009
1,Dactylorhiza iberica,0.008273009,1,0.008273009
1,Epipactis humilior,0.008273009,1,0.008273009
1,Hemipilia brevicalcarata,0.008273009,1,0.008273009
1,Hemipilia joo-iokiana,0.008273009,1,0.008273009
1,Hemipilia kinoshitae,0.008273009,1,0.008273009
1,Ophrys ferrum-equinum,0.008273009,1,0.008273009
1,Platanthera algeriensis,0.008273009,1,0.008273009
1,Platanthera neglecta,0.008273009,1,0.008273009
1,Traunsteinera sphaerica,0.008273009,1,0.008273009
1,Eulophia ecristata,0.009307135,0.818181818,0.007614929
1,Gastrodia pubilabiata,0.010341262,0.714285714,0.007386615
1,Pleione yunnanensis,0.010341262,0.714285714,0.007386615
1,Vanda falcata,0.010341262,0.714285714,0.007386615
1,Calanthe lamellosa,0.008273009,0.888888889,0.007353786
1,Herminium bulleyi,0.008273009,0.888888889,0.007353786
1,Odontochilus japonicus,0.008273009,0.888888889,0.007353786
1,Anacamptis sancta,0.007238883,1,0.007238883
1,Cypripedium shanxiense,0.007238883,1,0.007238883
1,Gymnadenia austriaca,0.007238883,1,0.007238883
1,Ophrys umbilicata,0.007238883,1,0.007238883
1,Platanthera iinumae,0.007238883,1,0.007238883
1,Platanthera leptopetala,0.007238883,1,0.007238883
1,Spiranthes diluvialis,0.007238883,1,0.007238883
1,Spiranthes sylvatica,0.007238883,1,0.007238883
1,Calopogon multiflorus,0.009307135,0.75,0.006980352
1,Coelogyne occultata,0.009307135,0.75,0.006980352
1,Neottia japonica,0.010341262,0.666666667,0.006894174
1,Habenaria repens,0.032057911,0.208053691,0.006669767
1,Habenaria mairei,0.008273009,0.8,0.006618407
1,Hemipilia henryi,0.008273009,0.8,0.006618407
1,Pinalia graminifolia,0.008273009,0.8,0.006618407
1,Habenaria limprichtii,0.009307135,0.692307692,0.006443401
1,Pelatantheria scolopendrifolia,0.009307135,0.692307692,0.006443401
1,Habenaria arietina,0.007238883,0.875,0.006334023
1,Hemipilia hui,0.007238883,0.875,0.006334023
1,Herminium chloranthum,0.007238883,0.875,0.006334023
1,Liparis auriculata,0.007238883,0.875,0.006334023
1,Oreorchis nana,0.007238883,0.875,0.006334023
1,Yoania japonica,0.007238883,0.875,0.006334023
1,Bulbophyllum drymoglossum,0.012409514,0.5,0.006204757
1,Cleistesiopsis oricamporum,0.006204757,1,0.006204757
1,Cypripedium fargesii,0.006204757,1,0.006204757
1,Cypripedium yunnanense,0.006204757,1,0.006204757
1,Eleorchis japonica,0.006204757,1,0.006204757
1,Epipactis albensis,0.006204757,1,0.006204757
1,Epipactis consimilis,0.006204757,1,0.006204757
1,Galearis fauriei,0.006204757,1,0.006204757
1,Hemipilia tibetica,0.006204757,1,0.006204757
1,Herminium gracile,0.006204757,1,0.006204757
1,Isotria medeoloides,0.006204757,1,0.006204757
1,Lecanorchis suginoana,0.006204757,1,0.006204757
1,Liparis fargesii,0.006204757,1,0.006204757
1,Neottia smallii,0.006204757,1,0.006204757
1,Orchis brancifortii,0.006204757,1,0.006204757
1,Orchis patens,0.006204757,1,0.006204757
1,Oreorchis micrantha,0.006204757,1,0.006204757
1,Peristylus affinis,0.012409514,0.5,0.006204757
1,Platanthera colemanii,0.006204757,1,0.006204757
1,Platanthera leptocaulon,0.006204757,1,0.006204757
1,Platanthera oligantha,0.006204757,1,0.006204757
1,Platanthera roseotincta,0.006204757,1,0.006204757
1,Risleya atropurpurea,0.006204757,1,0.006204757
1,Spiranthes eatonii,0.006204757,1,0.006204757
1,Steveniella satyrioides,0.006204757,1,0.006204757
1,Ponthieva racemosa,0.019648397,0.301587302,0.005925707
1,Oberonia japonica,0.010341262,0.555555556,0.005745145
1,Taeniophyllum glandulosum,0.010341262,0.555555556,0.005745145
1,Cymbidium macrorhizon,0.007238883,0.777777778,0.005630242
1,Hemipilia basifoliata,0.007238883,0.777777778,0.005630242
1,Calanthe striata,0.008273009,0.666666667,0.00551534
1,Liparis viridiflora,0.019648397,0.275362319,0.005410428
1,Habenaria intermedia,0.006204757,0.857142857,0.005318363
1,Herminium clavigerum,0.006204757,0.857142857,0.005318363
1,Cymbidium hookerianum,0.009307135,0.5625,0.005235264
1,Anacamptis boryi,0.005170631,1,0.005170631
1,Bulbophyllum emarginatum,0.005170631,1,0.005170631
1,Cypripedium bardolphianum,0.005170631,1,0.005170631
1,Cypripedium cordigerum,0.005170631,1,0.005170631
1,Cypripedium fasciolatum,0.005170631,1,0.005170631
1,Cypripedium margaritaceum,0.005170631,1,0.005170631
1,Dactylostalix ringens,0.005170631,1,0.005170631
1,Dendrobium hookerianum,0.005170631,1,0.005170631
1,Galearis roborovskii,0.005170631,1,0.005170631
1,Galearis wardii,0.005170631,1,0.005170631
1,Gastrodia confusa,0.005170631,1,0.005170631
1,Gymnadenia crassinervis,0.005170631,1,0.005170631
1,Gymnadenia frivaldii,0.005170631,1,0.005170631
1,Gymnadenia gabasiana,0.005170631,1,0.005170631
1,Hemipilia puberula,0.005170631,1,0.005170631
1,Herminium ecalcaratum,0.005170631,1,0.005170631
1,Herminium wangianum,0.005170631,1,0.005170631
1,Himantoglossum calcaratum,0.005170631,1,0.005170631
1,Liparis koreojaponica,0.005170631,1,0.005170631
1,Orchis picta,0.005170631,1,0.005170631
1,Pinalia leucantha,0.005170631,1,0.005170631
1,Platanthera komarovii,0.005170631,1,0.005170631
1,Serapias neglecta,0.005170631,1,0.005170631
1,Spathoglottis ixioides,0.005170631,1,0.005170631
1,Spiranthes niklasii,0.005170631,1,0.005170631
1,Spiranthes perexilis,0.005170631,1,0.005170631
1,Tipularia szechuanica,0.005170631,1,0.005170631
1,Brachycorythis obcordata,0.007238883,0.7,0.005067218
1,Encyclia tampensis,0.007238883,0.7,0.005067218
1,Habenaria marginata,0.007238883,0.7,0.005067218
1,Herminium mannii,0.007238883,0.7,0.005067218
1,Lecanorchis kiusiana,0.007238883,0.7,0.005067218
1,Coelogyne corymbosa,0.010341262,0.476190476,0.00492441
1,Vanda cristata,0.006204757,0.75,0.004653568
1,Pleione hookeriana,0.007238883,0.636363636,0.004606562
1,Coelogyne punctulata,0.008273009,0.533333333,0.004412272
1,Cymbidium elegans,0.008273009,0.533333333,0.004412272
1,Epidendrum conopseum,0.008273009,0.533333333,0.004412272
1,Bulbophyllum retusiusculum,0.012409514,0.352941176,0.004379828
1,Anthogonium gracile,0.010341262,0.416666667,0.004308859
1,Gastrochilus matsuran,0.005170631,0.833333333,0.004308859
1,Habenaria balfouriana,0.005170631,0.833333333,0.004308859
1,Hemipilia tetraloba,0.005170631,0.833333333,0.004308859
1,Oreorchis indica,0.005170631,0.833333333,0.004308859
1,Pleione scopulorum,0.005170631,0.833333333,0.004308859
1,Stigmatodactylus sikokianus,0.005170631,0.833333333,0.004308859
1,Habenaria diphylla,0.007238883,0.583333333,0.004222682
1,Aphyllorchis alpina,0.004136505,1,0.004136505
1,Calanthe fargesii,0.004136505,1,0.004136505
1,Calanthe whiteana,0.004136505,1,0.004136505
1,Cephalanthera caucasica,0.004136505,1,0.004136505
1,Cephalanthera kurdica,0.004136505,1,0.004136505
1,Coelogyne protracta,0.004136505,1,0.004136505
1,Cremastra aphylla,0.004136505,1,0.004136505
1,Crepidium bahanense,0.004136505,1,0.004136505
1,Cymbidium serratum,0.004136505,1,0.004136505
1,Cypripedium elegans,0.004136505,1,0.004136505
1,Epipactis condensata,0.004136505,1,0.004136505
1,Epipactis greuteri,0.004136505,1,0.004136505
1,Epipactis pontica,0.004136505,1,0.004136505
1,Habenaria szechuanica,0.004136505,1,0.004136505
1,Habenaria yezoensis,0.004136505,1,0.004136505
1,Hemipilia keiskei,0.004136505,1,0.004136505
1,Hemipilia purpureopunctata,0.004136505,1,0.004136505
1,Herminium monophyllum,0.004136505,1,0.004136505
1,Holcoglossum flavescens,0.004136505,1,0.004136505
1,Hsenhsua chrysea,0.004136505,1,0.004136505
1,Liparis purpureovittata,0.004136505,1,0.004136505
1,Neotinea commutata,0.004136505,1,0.004136505
1,Neottia chenii,0.004136505,1,0.004136505
1,Neottia furusei,0.004136505,1,0.004136505
1,Neottia gaudissartii,0.004136505,1,0.004136505
1,Neottia mucronata,0.004136505,1,0.004136505
1,Neottia wardii,0.004136505,1,0.004136505
1,Ophrys argolica,0.004136505,1,0.004136505
1,Ophrys atlantica,0.004136505,1,0.004136505
1,Ophrys reinholdii,0.004136505,1,0.004136505
1,Orchis punctulata,0.004136505,1,0.004136505
1,Platanthera cooperi,0.004136505,1,0.004136505
1,Platanthera hondoensis,0.004136505,1,0.004136505
1,Platanthera oreophila,0.004136505,1,0.004136505
1,Platanthera stenantha,0.004136505,1,0.004136505
1,Platanthera stenochila,0.004136505,1,0.004136505
1,Pleione forrestii,0.004136505,1,0.004136505
1,Pogonia yunnanensis,0.004136505,1,0.004136505
1,Serapias nurrica,0.004136505,1,0.004136505
1,Tipularia josephi,0.004136505,1,0.004136505
1,Yoania amagiensis,0.004136505,1,0.004136505
1,Yoania prainii,0.004136505,1,0.004136505
1,Crepidium acuminatum,0.010341262,0.384615385,0.003977408
1,Coelogyne barbata,0.006204757,0.6,0.003722854
1,Dendrobium hancockii,0.006204757,0.6,0.003722854
1,Gastrochilus distichus,0.006204757,0.6,0.003722854
